car_price,age,gender,income,education,marital
15.2,49,Male,$25 - $49,High school degree,Unmarried
37.7,49,Female,$75+,College degree,Married
57.4,49,Female,$75+,High school degree,Married
21,49,Male,$25 - $49,Some college,Unmarried
74.4,49,Male,$75+,Some college,Married
48.4,49,Female,$75+,College degree,Married
53.2,49,Male,$75+,College degree,Married
51.5,49,Male,$75+,Did not complete high school,Married
25.1,49,Female,$50 - $74,High school degree,Married
27.1,49,Male,$50 - $74,High school degree,Married
22.1,49,Male,$25 - $49,High school degree,Unmarried
75.2,49,Male,$75+,Post-undergraduate degree,Unmarried
14.3,49,Female,$25 - $49,Some college,Unmarried
84.8,49,Female,$75+,Some college,Unmarried
15.3,49,Male,$25 - $49,College degree,Married
26.6,49,Male,$50 - $74,High school degree,Married
33.6,49,Female,$50 - $74,College degree,Unmarried
49.4,49,Female,$75+,Did not complete high school,Unmarried
9.3,49,Male,Under $25,Did not complete high school,Married
57.4,49,Male,$75+,Post-undergraduate degree,Married
11.7,50,Female,Under $25,Did not complete high school,Unmarried
33.9,50,Male,$50 - $74,Some college,Unmarried
30.7,50,Female,$50 - $74,College degree,Unmarried
12.4,50,Female,Under $25,Did not complete high school,Married
17.4,50,Male,$25 - $49,Did not complete high school,Unmarried
77.8,50,Male,$75+,College degree,Married
74.4,50,Male,$75+,High school degree,Married
15.6,50,Male,$25 - $49,Did not complete high school,Unmarried
22.6,50,Male,$25 - $49,High school degree,Married
72.1,50,Male,$75+,High school degree,Unmarried
48.4,50,Male,$75+,High school degree,Married
23.2,50,Male,$25 - $49,Some college,Unmarried
76.8,50,Female,$75+,High school degree,Married
15.5,50,Female,$25 - $49,Did not complete high school,Married
79.1,50,Male,$75+,College degree,Unmarried
50.3,50,Male,$75+,High school degree,Married
21.5,50,Male,$25 - $49,College degree,Married
73.4,50,Female,$75+,Did not complete high school,Married
32.5,50,Female,$50 - $74,High school degree,Married
90.1,50,Female,$75+,College degree,Unmarried
16.1,50,Male,$25 - $49,Did not complete high school,Married
33.6,50,Male,$50 - $74,Post-undergraduate degree,Unmarried
47.6,50,Female,$75+,High school degree,Married
29.5,50,Male,$50 - $74,Some college,Unmarried
89.4,50,Female,$75+,Some college,Unmarried
35.2,50,Female,$50 - $74,College degree,Married
37.4,50,Female,$75+,Did not complete high school,Married
31.2,50,Female,$50 - $74,High school degree,Married
10,50,Male,Under $25,Did not complete high school,Married
84.6,50,Female,$75+,Some college,Married
27.8,50,Male,$50 - $74,Did not complete high school,Unmarried
37.8,50,Female,$50 - $74,College degree,Unmarried
31,50,Male,$50 - $74,High school degree,Married
21.4,50,Male,$25 - $49,Did not complete high school,Married
78.4,50,Male,$75+,Some college,Married
77.7,50,Male,$75+,High school degree,Unmarried
35,50,Female,$50 - $74,Did not complete high school,Unmarried
73.4,50,Female,$75+,Some college,Married
23.4,50,Female,$25 - $49,High school degree,Married
37.9,50,Female,$75+,High school degree,Married
73.1,50,Female,$75+,Some college,Unmarried
71.1,50,Male,$75+,Some college,Unmarried
20.6,50,Female,$25 - $49,Post-undergraduate degree,Married
25.7,50,Female,$25 - $49,College degree,Unmarried
16.3,50,Male,$25 - $49,Some college,Unmarried
34.7,50,Male,$50 - $74,Post-undergraduate degree,Married
60.1,50,Female,$75+,College degree,Unmarried
29.7,50,Female,$50 - $74,Some college,Unmarried
70.4,50,Male,$75+,Did not complete high school,Unmarried
30.6,50,Male,$50 - $74,Some college,Unmarried
70.4,50,Male,$75+,Post-undergraduate degree,Married
33.6,50,Female,$50 - $74,Did not complete high school,Married
23.1,50,Female,$25 - $49,Some college,Unmarried
20.5,50,Female,$25 - $49,Did not complete high school,Married
83.7,50,Male,$75+,Post-undergraduate degree,Married
53.3,50,Female,$75+,High school degree,Married
12.9,50,Female,$25 - $49,Did not complete high school,Married
84.8,50,Female,$75+,Some college,Unmarried
16.6,50,Female,$25 - $49,Some college,Married
25.5,51,Male,$50 - $74,High school degree,Married
35.6,51,Male,$50 - $74,Some college,Married
70.6,51,Male,$75+,Did not complete high school,Married
36.7,51,Male,$50 - $74,Some college,Married
16.3,51,Male,$25 - $49,High school degree,Married
62.6,51,Female,$75+,High school degree,Unmarried
18.3,51,Male,$25 - $49,High school degree,Married
53.1,51,Female,$75+,High school degree,Unmarried
24.4,51,Female,$25 - $49,Did not complete high school,Married
68,51,Female,$75+,Did not complete high school,Married
33.2,51,Female,$50 - $74,High school degree,Married
27.1,51,Male,$50 - $74,High school degree,Unmarried
75,51,Female,$75+,Some college,Married
21.1,51,Male,$25 - $49,Some college,Married
17.1,51,Female,$25 - $49,Some college,Married
12.9,51,Male,$25 - $49,Did not complete high school,Unmarried
63.8,51,Female,$75+,College degree,Unmarried
48.2,51,Female,$75+,Post-undergraduate degree,Unmarried
86.5,51,Male,$75+,College degree,Unmarried
30.7,51,Male,$50 - $74,Some college,Unmarried
16.1,51,Male,$25 - $49,Did not complete high school,Married
23.1,51,Female,$25 - $49,Did not complete high school,Married
25.8,51,Male,$50 - $74,High school degree,Unmarried
7.7,51,Male,Under $25,Did not complete high school,Married
77.8,51,Female,$75+,College degree,Married
53.1,51,Male,$75+,High school degree,Married
19.5,51,Male,$25 - $49,College degree,Married
28.6,51,Female,$50 - $74,High school degree,Unmarried
63.7,51,Female,$75+,High school degree,Married
11.5,51,Female,Under $25,Some college,Unmarried
32,51,Male,$50 - $74,High school degree,Unmarried
57.9,51,Male,$75+,College degree,Unmarried
22.6,51,Female,$25 - $49,Did not complete high school,Married
57.3,51,Male,$75+,Did not complete high school,Unmarried
18.6,51,Female,$25 - $49,High school degree,Married
16.8,51,Female,$25 - $49,Post-undergraduate degree,Unmarried
73.3,51,Female,$75+,Did not complete high school,Married
35.6,51,Female,$50 - $74,Some college,Married
55.1,51,Female,$75+,High school degree,Married
29.9,51,Female,$50 - $74,High school degree,Married
28.1,51,Female,$50 - $74,High school degree,Unmarried
96.8,51,Male,$75+,High school degree,Unmarried
50.5,51,Female,$75+,High school degree,Married
26.1,51,Female,$50 - $74,College degree,Married
45.7,51,Female,$75+,High school degree,Married
10.7,51,Female,Under $25,Did not complete high school,Married
12.3,51,Male,$25 - $49,High school degree,Unmarried
77.5,51,Male,$75+,High school degree,Married
52.8,51,Female,$75+,Some college,Married
79.3,51,Male,$75+,Some college,Unmarried
61.9,51,Male,$75+,High school degree,Married
50.4,51,Male,$75+,College degree,Married
59.8,51,Male,$75+,Some college,Unmarried
56.4,51,Male,$75+,High school degree,Unmarried
9.8,51,Male,Under $25,Did not complete high school,Married
72.8,51,Female,$75+,College degree,Unmarried
16.2,51,Female,$25 - $49,Some college,Unmarried
60.9,51,Male,$75+,Did not complete high school,Married
15.5,51,Female,$25 - $49,Some college,Married
8.9,51,Male,Under $25,College degree,Married
36.7,51,Male,$50 - $74,High school degree,Married
15.6,51,Female,$25 - $49,Did not complete high school,Unmarried
19.1,51,Male,$25 - $49,Did not complete high school,Unmarried
77.3,51,Female,$75+,Some college,Married
22.1,51,Female,$25 - $49,High school degree,Married
29.4,51,Male,$50 - $74,Did not complete high school,Married
39.9,51,Male,$75+,College degree,Unmarried
86.2,51,Male,$75+,Did not complete high school,Married
19.7,51,Male,$25 - $49,High school degree,Married
13.4,52,Male,$25 - $49,Did not complete high school,Unmarried
16.9,52,Female,$25 - $49,Some college,Married
13.2,52,Male,$25 - $49,High school degree,Unmarried
91.5,52,Female,$75+,Some college,Married
11.2,52,Male,Under $25,High school degree,Unmarried
68.9,52,Female,$75+,High school degree,Married
47.2,52,Male,$75+,Some college,Unmarried
21.4,52,Male,$25 - $49,High school degree,Married
77.7,52,Female,$75+,Did not complete high school,Unmarried
38,52,Male,$75+,College degree,Married
41.4,52,Male,$75+,High school degree,Married
77,52,Male,$75+,High school degree,Married
8,52,Male,Under $25,Some college,Unmarried
24.6,52,Female,$25 - $49,Did not complete high school,Married
97.1,52,Male,$75+,High school degree,Married
20.7,52,Male,$25 - $49,Some college,Married
18.4,52,Male,$25 - $49,Did not complete high school,Unmarried
21.9,52,Male,$25 - $49,Some college,Married
48.1,52,Male,$75+,Did not complete high school,Unmarried
43,52,Female,$75+,Some college,Married
45,52,Female,$75+,High school degree,Unmarried
61.5,52,Male,$75+,Did not complete high school,Unmarried
13.5,52,Male,$25 - $49,Did not complete high school,Married
44.1,52,Female,$75+,Some college,Unmarried
92,52,Male,$75+,College degree,Married
26.6,52,Male,$50 - $74,High school degree,Unmarried
15.5,52,Male,$25 - $49,College degree,Unmarried
20,52,Female,$25 - $49,Some college,Unmarried
68.7,52,Female,$75+,High school degree,Married
11.5,52,Female,Under $25,Did not complete high school,Unmarried
11.6,52,Male,Under $25,High school degree,Married
35.4,52,Male,$50 - $74,Did not complete high school,Married
77.9,52,Female,$75+,College degree,Unmarried
17.1,52,Female,$25 - $49,Some college,Married
30.8,52,Male,$50 - $74,Did not complete high school,Married
75.5,52,Female,$75+,Some college,Unmarried
69.7,52,Female,$75+,Some college,Unmarried
40.9,52,Male,$75+,Post-undergraduate degree,Unmarried
80,52,Female,$75+,College degree,Unmarried
18.1,52,Male,$25 - $49,High school degree,Married
42.8,52,Female,$75+,College degree,Married
92.3,52,Male,$75+,High school degree,Married
31.2,52,Male,$50 - $74,Some college,Married
27.5,52,Male,$50 - $74,High school degree,Unmarried
14,52,Female,$25 - $49,Some college,Unmarried
14.2,52,Female,$25 - $49,High school degree,Unmarried
50.3,52,Female,$75+,Some college,Unmarried
49.2,52,Male,$75+,Some college,Unmarried
57.2,52,Female,$75+,College degree,Unmarried
81.8,52,Female,$75+,Post-undergraduate degree,Unmarried
20.5,52,Male,$25 - $49,Did not complete high school,Unmarried
45.1,52,Male,$75+,Did not complete high school,Married
11,52,Female,Under $25,Some college,Unmarried
58.5,52,Male,$75+,Some college,Unmarried
44,52,Female,$75+,Post-undergraduate degree,Married
20.1,52,Male,$25 - $49,Some college,Married
62.8,52,Male,$75+,Did not complete high school,Married
69.5,52,Male,$75+,High school degree,Married
32.1,52,Female,$50 - $74,Did not complete high school,Married
81.1,52,Female,$75+,Some college,Married
12.7,52,Female,$25 - $49,Some college,Unmarried
75,53,Female,$75+,Some college,Married
39.5,53,Male,$75+,High school degree,Married
79.4,53,Female,$75+,College degree,Unmarried
54.6,53,Male,$75+,College degree,Married
58.5,53,Male,$75+,Did not complete high school,Married
64.7,53,Female,$75+,Did not complete high school,Unmarried
76.3,53,Male,$75+,High school degree,Married
51.9,53,Male,$75+,Some college,Unmarried
63.6,53,Male,$75+,Some college,Unmarried
37.7,53,Female,$75+,Did not complete high school,Married
30.2,53,Female,$50 - $74,High school degree,Unmarried
22.8,53,Male,$25 - $49,Did not complete high school,Married
19,53,Female,$25 - $49,Did not complete high school,Married
18,53,Male,$25 - $49,Did not complete high school,Unmarried
59.4,53,Female,$75+,Did not complete high school,Unmarried
59.3,53,Male,$75+,High school degree,Unmarried
25.2,53,Female,$50 - $74,Did not complete high school,Unmarried
77.8,53,Female,$75+,College degree,Married
51.8,53,Male,$75+,Did not complete high school,Married
60.6,53,Female,$75+,Some college,Married
75,53,Male,$75+,High school degree,Unmarried
23.5,53,Male,$25 - $49,Post-undergraduate degree,Unmarried
48.8,53,Female,$75+,Did not complete high school,Unmarried
96.8,53,Female,$75+,College degree,Married
41,53,Female,$75+,Did not complete high school,Married
67.6,53,Male,$75+,Did not complete high school,Unmarried
18.5,53,Male,$25 - $49,Did not complete high school,Married
24.2,53,Female,$25 - $49,Some college,Unmarried
76.5,53,Female,$75+,College degree,Unmarried
67,53,Female,$75+,Post-undergraduate degree,Married
31.8,53,Female,$50 - $74,High school degree,Unmarried
24,53,Male,$25 - $49,Some college,Married
45.9,53,Female,$75+,Did not complete high school,Unmarried
30.5,53,Female,$50 - $74,High school degree,Unmarried
34.7,53,Female,$50 - $74,High school degree,Married
11.9,53,Male,Under $25,Did not complete high school,Married
21.4,53,Male,$25 - $49,Post-undergraduate degree,Unmarried
34.7,53,Male,$50 - $74,Did not complete high school,Unmarried
99.4,53,Female,$75+,College degree,Unmarried
19.1,53,Female,$25 - $49,High school degree,Unmarried
13.5,53,Male,$25 - $49,College degree,Married
33.7,53,Male,$50 - $74,Some college,Married
76.1,53,Female,$75+,College degree,Married
15,53,Female,$25 - $49,Some college,Unmarried
74.6,53,Female,$75+,High school degree,Unmarried
62.2,53,Female,$75+,High school degree,Married
16.4,53,Female,$25 - $49,Did not complete high school,Married
50.9,53,Female,$75+,High school degree,Married
73.7,53,Female,$75+,High school degree,Unmarried
31.3,53,Female,$50 - $74,Did not complete high school,Married
68.9,53,Male,$75+,College degree,Married
89.9,53,Female,$75+,Did not complete high school,Married
25.2,53,Male,$50 - $74,High school degree,Unmarried
23.3,53,Female,$25 - $49,Some college,Married
70.7,54,Male,$75+,High school degree,Married
65.6,54,Male,$75+,Did not complete high school,Unmarried
15.2,54,Female,$25 - $49,Post-undergraduate degree,Unmarried
76.9,54,Male,$75+,Some college,Married
69.1,54,Male,$75+,Post-undergraduate degree,Unmarried
21.9,54,Male,$25 - $49,High school degree,Married
32,54,Male,$50 - $74,College degree,Married
62.5,54,Male,$75+,Did not complete high school,Married
80.9,54,Female,$75+,High school degree,Married
73.7,54,Female,$75+,Did not complete high school,Married
19,54,Male,$25 - $49,High school degree,Unmarried
25.4,54,Male,$25 - $49,High school degree,Married
15.7,54,Male,$25 - $49,Some college,Unmarried
72,54,Female,$75+,High school degree,Married
75.5,54,Female,$75+,Did not complete high school,Unmarried
30,54,Male,$50 - $74,Post-undergraduate degree,Unmarried
25,54,Male,$50 - $74,Post-undergraduate degree,Married
16.2,54,Male,$25 - $49,Some college,Married
78.2,54,Female,$75+,Some college,Unmarried
21.8,54,Female,$25 - $49,Post-undergraduate degree,Unmarried
13.2,54,Male,$25 - $49,High school degree,Unmarried
59,54,Male,$75+,Some college,Married
24.7,54,Male,$50 - $74,Post-undergraduate degree,Unmarried
15,54,Male,$25 - $49,Did not complete high school,Unmarried
17,54,Male,$25 - $49,Did not complete high school,Married
65.6,54,Female,$75+,High school degree,Unmarried
19.8,54,Female,$25 - $49,High school degree,Married
30.6,54,Male,$50 - $74,Did not complete high school,Unmarried
24.9,54,Male,$50 - $74,High school degree,Unmarried
14.2,54,Male,$25 - $49,High school degree,Unmarried
29.1,54,Female,$50 - $74,College degree,Married
61.7,54,Male,$75+,College degree,Unmarried
12.2,54,Male,$25 - $49,High school degree,Unmarried
61.7,54,Male,$75+,High school degree,Married
49.3,54,Female,$75+,High school degree,Unmarried
69.6,54,Male,$75+,College degree,Unmarried
36.9,54,Male,$50 - $74,High school degree,Married
35.7,54,Female,$50 - $74,Did not complete high school,Unmarried
36,54,Male,$50 - $74,College degree,Unmarried
28.6,54,Male,$50 - $74,High school degree,Unmarried
79.2,54,Female,$75+,Some college,Unmarried
28.6,54,Female,$50 - $74,Post-undergraduate degree,Unmarried
25,54,Female,$50 - $74,Did not complete high school,Married
35.4,54,Male,$50 - $74,Did not complete high school,Unmarried
14.3,54,Female,$25 - $49,Did not complete high school,Unmarried
73.8,54,Male,$75+,Did not complete high school,Married
70.4,54,Female,$75+,High school degree,Unmarried
33.9,54,Female,$50 - $74,Did not complete high school,Unmarried
34,54,Male,$50 - $74,High school degree,Unmarried
30.6,54,Female,$50 - $74,Some college,Married
10.5,54,Male,Under $25,High school degree,Unmarried
23.7,54,Male,$25 - $49,High school degree,Married
47.5,54,Male,$75+,High school degree,Unmarried
26.7,54,Female,$50 - $74,College degree,Unmarried
98.4,54,Male,$75+,High school degree,Married
35.8,54,Male,$50 - $74,High school degree,Unmarried
74.4,54,Male,$75+,High school degree,Unmarried
55.2,54,Male,$75+,Some college,Unmarried
75.2,54,Male,$75+,High school degree,Unmarried
38,54,Male,$75+,Did not complete high school,Unmarried
11.6,54,Female,Under $25,Did not complete high school,Married
67.7,55,Male,$75+,College degree,Married
70.9,55,Female,$75+,Post-undergraduate degree,Unmarried
98.8,55,Male,$75+,High school degree,Unmarried
56.4,55,Male,$75+,College degree,Unmarried
81.5,55,Male,$75+,College degree,Married
72,55,Female,$75+,Did not complete high school,Unmarried
38.3,55,Female,$75+,Some college,Married
17.3,55,Female,$25 - $49,College degree,Unmarried
48.5,55,Female,$75+,College degree,Unmarried
48.5,55,Female,$75+,Some college,Unmarried
47.9,55,Female,$75+,High school degree,Unmarried
10.6,55,Female,Under $25,Did not complete high school,Married
20.2,55,Female,$25 - $49,Did not complete high school,Married
40.2,55,Male,$75+,Did not complete high school,Married
41.6,55,Female,$75+,Did not complete high school,Unmarried
80.2,55,Male,$75+,Some college,Unmarried
72.3,55,Male,$75+,High school degree,Unmarried
76.3,55,Female,$75+,Did not complete high school,Married
11.3,55,Male,Under $25,Did not complete high school,Unmarried
47.4,55,Female,$75+,Did not complete high school,Married
67.7,55,Male,$75+,Post-undergraduate degree,Married
88.2,55,Female,$75+,Some college,Unmarried
55.4,55,Male,$75+,High school degree,Married
95.8,55,Male,$75+,Some college,Unmarried
51.1,55,Male,$75+,High school degree,Married
49.4,55,Female,$75+,Did not complete high school,Unmarried
13.5,55,Female,$25 - $49,Some college,Unmarried
46.8,55,Female,$75+,Did not complete high school,Unmarried
31.7,55,Male,$50 - $74,Did not complete high school,Married
22.1,55,Female,$25 - $49,High school degree,Married
58.1,55,Female,$75+,Some college,Unmarried
38.7,55,Female,$75+,Did not complete high school,Married
46.2,55,Female,$75+,Did not complete high school,Married
8.9,55,Male,Under $25,Some college,Unmarried
58.3,55,Female,$75+,College degree,Married
29,55,Male,$50 - $74,Did not complete high school,Unmarried
28,55,Male,$50 - $74,Some college,Married
41.4,55,Female,$75+,Did not complete high school,Unmarried
37.4,55,Male,$75+,Did not complete high school,Unmarried
27.3,55,Male,$50 - $74,Did not complete high school,Unmarried
22.3,55,Female,$25 - $49,Did not complete high school,Unmarried
27.1,55,Female,$50 - $74,High school degree,Married
64.6,55,Male,$75+,College degree,Married
18.4,55,Female,$25 - $49,High school degree,Unmarried
12.6,55,Female,$25 - $49,Did not complete high school,Married
22.9,55,Female,$25 - $49,High school degree,Married
69.7,55,Female,$75+,Some college,Married
67,55,Female,$75+,College degree,Unmarried
48.7,55,Male,$75+,High school degree,Unmarried
75.9,55,Female,$75+,High school degree,Unmarried
67.2,56,Male,$75+,High school degree,Unmarried
42.5,56,Male,$75+,Did not complete high school,Married
63.8,56,Male,$75+,Some college,Unmarried
77.2,56,Male,$75+,College degree,Married
40.1,56,Male,$75+,High school degree,Married
21.1,56,Female,$25 - $49,Did not complete high school,Married
55.5,56,Male,$75+,College degree,Unmarried
55.2,56,Male,$75+,Did not complete high school,Married
84.2,56,Male,$75+,Did not complete high school,Married
56.1,56,Male,$75+,High school degree,Married
17.5,56,Female,$25 - $49,Did not complete high school,Married
49.8,56,Female,$75+,High school degree,Married
48.8,56,Male,$75+,Did not complete high school,Married
46.5,56,Female,$75+,Did not complete high school,Unmarried
34,56,Female,$50 - $74,College degree,Married
4.8,56,Male,Under $25,Some college,Unmarried
85.8,56,Male,$75+,Some college,Unmarried
30.1,56,Male,$50 - $74,Some college,Married
49.3,56,Male,$75+,College degree,Unmarried
74.6,56,Male,$75+,Some college,Unmarried
72.6,56,Female,$75+,High school degree,Married
14.2,56,Female,$25 - $49,High school degree,Married
68.5,56,Male,$75+,Did not complete high school,Unmarried
71.3,56,Male,$75+,Did not complete high school,Unmarried
8.4,56,Female,Under $25,Did not complete high school,Married
77.5,56,Female,$75+,High school degree,Married
27,56,Male,$50 - $74,High school degree,Unmarried
48.8,56,Male,$75+,Did not complete high school,Married
27.9,56,Female,$50 - $74,College degree,Married
16.9,56,Female,$25 - $49,High school degree,Married
41.8,56,Female,$75+,Some college,Unmarried
33,56,Male,$50 - $74,Some college,Married
37.8,56,Female,$75+,Some college,Married
43.2,56,Female,$75+,High school degree,Unmarried
22.2,56,Female,$25 - $49,High school degree,Unmarried
23.6,56,Male,$25 - $49,Did not complete high school,Married
81.1,56,Female,$75+,Did not complete high school,Unmarried
48.9,56,Female,$75+,High school degree,Unmarried
29.9,56,Male,$50 - $74,High school degree,Married
8.6,56,Male,Under $25,Did not complete high school,Married
46.7,56,Male,$75+,College degree,Married
14.2,56,Female,$25 - $49,Did not complete high school,Unmarried
76.4,56,Female,$75+,College degree,Unmarried
20.4,56,Male,$25 - $49,Did not complete high school,Married
67.6,56,Female,$75+,College degree,Married
99.7,56,Female,$75+,College degree,Unmarried
17.8,56,Male,$25 - $49,High school degree,Unmarried
58,56,Female,$75+,High school degree,Married
84.1,56,Female,$75+,High school degree,Unmarried
82.8,57,Female,$75+,High school degree,Married
72,57,Male,$75+,Did not complete high school,Unmarried
83.6,57,Female,$75+,Some college,Unmarried
72.8,57,Female,$75+,Post-undergraduate degree,Unmarried
9.5,57,Male,Under $25,Did not complete high school,Married
40.4,57,Female,$75+,College degree,Unmarried
41.1,57,Male,$75+,Did not complete high school,Married
14.9,57,Female,$25 - $49,Did not complete high school,Unmarried
12.4,57,Male,$25 - $49,High school degree,Married
16.9,57,Female,$25 - $49,Some college,Married
95.8,57,Female,$75+,Post-undergraduate degree,Unmarried
42.7,57,Female,$75+,High school degree,Unmarried
4.5,57,Male,Under $25,College degree,Unmarried
49.4,57,Male,$75+,Did not complete high school,Married
28.2,57,Male,$50 - $74,Some college,Married
12.4,57,Female,$25 - $49,Did not complete high school,Married
66.7,57,Female,$75+,College degree,Married
26.8,57,Male,$50 - $74,Some college,Unmarried
8.8,57,Male,Under $25,Did not complete high school,Married
9.2,57,Male,Under $25,High school degree,Married
17.1,57,Female,$25 - $49,High school degree,Unmarried
85.1,57,Female,$75+,High school degree,Unmarried
28.1,57,Male,$50 - $74,Did not complete high school,Married
13.3,57,Male,$25 - $49,Did not complete high school,Married
13.6,57,Male,$25 - $49,Did not complete high school,Unmarried
24.4,57,Male,$25 - $49,Did not complete high school,Married
8,57,Male,Under $25,Did not complete high school,Married
47.5,57,Female,$75+,Some college,Unmarried
41.5,57,Male,$75+,High school degree,Unmarried
74.4,57,Male,$75+,College degree,Unmarried
28.6,57,Male,$50 - $74,Did not complete high school,Married
74.6,57,Male,$75+,Some college,Married
60.5,57,Male,$75+,High school degree,Married
76,57,Male,$75+,Some college,Married
13,57,Female,$25 - $49,College degree,Unmarried
20.9,57,Male,$25 - $49,Did not complete high school,Married
76,57,Female,$75+,High school degree,Unmarried
36.2,57,Male,$50 - $74,Some college,Unmarried
51.8,57,Female,$75+,Some college,Married
17.7,57,Male,$25 - $49,Did not complete high school,Unmarried
35.6,57,Female,$50 - $74,Some college,Unmarried
10.1,57,Male,Under $25,High school degree,Married
13.7,57,Female,$25 - $49,High school degree,Unmarried
58.1,57,Female,$75+,High school degree,Married
81.2,57,Female,$75+,Did not complete high school,Married
29.7,58,Male,$50 - $74,College degree,Unmarried
9.6,58,Male,Under $25,High school degree,Married
49.1,58,Male,$75+,Did not complete high school,Married
68.5,58,Female,$75+,Did not complete high school,Married
78.6,58,Female,$75+,Some college,Married
16.2,58,Female,$25 - $49,High school degree,Unmarried
20.5,58,Male,$25 - $49,High school degree,Married
36.8,58,Female,$50 - $74,Some college,Married
41.1,58,Male,$75+,High school degree,Unmarried
16.5,58,Female,$25 - $49,High school degree,Married
72.4,58,Male,$75+,High school degree,Unmarried
62.6,58,Male,$75+,College degree,Married
76.6,58,Male,$75+,Post-undergraduate degree,Married
29.6,58,Female,$50 - $74,Some college,Unmarried
51.4,58,Male,$75+,High school degree,Unmarried
24.4,58,Female,$50 - $74,Did not complete high school,Unmarried
73.6,58,Female,$75+,High school degree,Married
14.5,58,Male,$25 - $49,High school degree,Married
77.2,58,Male,$75+,High school degree,Unmarried
29.1,58,Female,$50 - $74,Did not complete high school,Married
79.4,58,Male,$75+,Did not complete high school,Married
26.3,58,Female,$50 - $74,Some college,Unmarried
96.1,58,Male,$75+,High school degree,Married
15.2,58,Male,$25 - $49,College degree,Unmarried
76.9,58,Male,$75+,Did not complete high school,Unmarried
82.2,58,Male,$75+,Did not complete high school,Married
43.4,58,Male,$75+,High school degree,Married
5.9,58,Male,Under $25,College degree,Married
13.5,58,Male,$25 - $49,High school degree,Married
75.4,58,Female,$75+,College degree,Unmarried
8.5,58,Female,Under $25,Some college,Married
67.9,58,Female,$75+,College degree,Married
15,58,Male,$25 - $49,Did not complete high school,Married
27,58,Female,$50 - $74,Some college,Unmarried
74.7,58,Female,$75+,Some college,Unmarried
7.6,58,Female,Under $25,College degree,Unmarried
14.6,58,Male,$25 - $49,High school degree,Unmarried
13.8,58,Female,$25 - $49,High school degree,Married
78.5,58,Male,$75+,High school degree,Unmarried
14.5,59,Male,$25 - $49,Some college,Unmarried
29.3,59,Female,$50 - $74,Did not complete high school,Married
70,59,Male,$75+,Did not complete high school,Married
22.7,59,Male,$25 - $49,Some college,Unmarried
15.4,59,Female,$25 - $49,Did not complete high school,Unmarried
5.1,59,Male,Under $25,Did not complete high school,Unmarried
43.1,59,Female,$75+,College degree,Unmarried
19.4,59,Male,$25 - $49,Did not complete high school,Married
64.2,59,Female,$75+,Some college,Unmarried
10.1,59,Female,Under $25,College degree,Unmarried
10.4,59,Male,Under $25,High school degree,Married
82.5,59,Male,$75+,High school degree,Married
19.5,59,Female,$25 - $49,High school degree,Married
14.5,59,Male,$25 - $49,Did not complete high school,Unmarried
56.6,59,Female,$75+,College degree,Married
53.3,59,Female,$75+,High school degree,Married
72,59,Male,$75+,Post-undergraduate degree,Married
11.9,59,Male,Under $25,High school degree,Married
37,59,Male,$50 - $74,Did not complete high school,Unmarried
8.9,59,Female,Under $25,High school degree,Married
11.6,59,Female,Under $25,Did not complete high school,Unmarried
66.9,59,Male,$75+,High school degree,Unmarried
8.3,59,Female,Under $25,High school degree,Unmarried
54,59,Male,$75+,Did not complete high school,Married
4.9,59,Female,Under $25,College degree,Married
16.4,59,Female,$25 - $49,Did not complete high school,Married
43.8,59,Male,$75+,High school degree,Unmarried
34,59,Male,$50 - $74,Did not complete high school,Married
44.7,59,Male,$75+,Some college,Married
9.4,59,Female,Under $25,College degree,Unmarried
69.2,59,Female,$75+,College degree,Unmarried
55.6,59,Male,$75+,High school degree,Unmarried
12.3,59,Female,$25 - $49,High school degree,Unmarried
50.8,59,Female,$75+,High school degree,Unmarried
68.1,59,Female,$75+,High school degree,Married
16.9,59,Female,$25 - $49,College degree,Unmarried
10.1,59,Female,Under $25,Did not complete high school,Unmarried
64.6,59,Female,$75+,High school degree,Unmarried
10.9,59,Male,Under $25,High school degree,Unmarried
37,59,Male,$50 - $74,College degree,Unmarried
5.5,59,Female,Under $25,College degree,Married
21.4,60,Male,$25 - $49,Did not complete high school,Unmarried
49.8,60,Female,$75+,High school degree,Married
4.4,60,Male,Under $25,Some college,Married
79.3,60,Male,$75+,Did not complete high school,Married
16.7,60,Male,$25 - $49,Some college,Unmarried
30.9,60,Female,$50 - $74,Post-undergraduate degree,Unmarried
59.5,60,Female,$75+,College degree,Unmarried
48.9,60,Male,$75+,Some college,Married
11.4,60,Female,Under $25,High school degree,Married
5.5,60,Female,Under $25,High school degree,Unmarried
73.5,60,Male,$75+,Some college,Unmarried
16.6,60,Male,$25 - $49,Some college,Unmarried
19.9,60,Female,$25 - $49,Some college,Unmarried
74.2,60,Male,$75+,Some college,Married
89,60,Female,$75+,Did not complete high school,Unmarried
49,60,Female,$75+,College degree,Unmarried
82.4,60,Female,$75+,Post-undergraduate degree,Married
80.2,60,Male,$75+,Did not complete high school,Unmarried
18.1,60,Male,$25 - $49,Did not complete high school,Married
24.4,60,Male,$50 - $74,College degree,Unmarried
25.2,60,Male,$50 - $74,High school degree,Married
42.4,60,Female,$75+,High school degree,Married
87.7,60,Female,$75+,College degree,Unmarried
79.2,60,Male,$75+,High school degree,Unmarried
16.7,60,Female,$25 - $49,High school degree,Married
